,filename,type,annotations,breed,breed_class,ymin,ymax,xmin,xmax,train/test
53,n02085620-Chihuahua/n02085620_2706.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2706,Chihuahua,Toy Group,39.0,217.0,105.0,229.0,train
54,n02085620-Chihuahua/n02085620_275.jpg,1,Annotation/n02085620-Chihuahua/n02085620_275,Chihuahua,Toy Group,53.0,191.0,179.0,326.0,train
55,n02085620-Chihuahua/n02085620_2793.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2793,Chihuahua,Toy Group,0.0,287.0,23.0,351.0,train
56,n02085620-Chihuahua/n02085620_2815.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2815,Chihuahua,Toy Group,6.0,597.0,60.0,495.0,test
57,n02085620-Chihuahua/n02085620_2887.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2887,Chihuahua,Toy Group,23.0,355.0,16.0,289.0,train
58,n02085620-Chihuahua/n02085620_2903.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2903,Chihuahua,Toy Group,57.0,332.0,210.0,468.0,train
59,n02085620-Chihuahua/n02085620_2921.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2921,Chihuahua,Toy Group,15.0,224.0,30.0,202.0,train
60,n02085620-Chihuahua/n02085620_2937.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2937,Chihuahua,Toy Group,28.0,192.0,121.0,256.0,test
61,n02085620-Chihuahua/n02085620_2973.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2973,Chihuahua,Toy Group,78.0,450.0,71.0,320.0,train
62,n02085620-Chihuahua/n02085620_2981.jpg,1,Annotation/n02085620-Chihuahua/n02085620_2981,Chihuahua,Toy Group,314.0,525.0,399.0,562.0,train
63,n02085620-Chihuahua/n02085620_3006.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3006,Chihuahua,Toy Group,42.0,492.0,86.0,356.0,test
64,n02085620-Chihuahua/n02085620_3033.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3033,Chihuahua,Toy Group,137.0,335.0,164.0,456.0,test
65,n02085620-Chihuahua/n02085620_3045.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3045,Chihuahua,Toy Group,106.0,343.0,101.0,318.0,test
66,n02085620-Chihuahua/n02085620_3093.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3093,Chihuahua,Toy Group,183.0,427.0,155.0,320.0,train
67,n02085620-Chihuahua/n02085620_3110.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3110,Chihuahua,Toy Group,32.0,258.0,98.0,285.0,train
68,n02085620-Chihuahua/n02085620_3208.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3208,Chihuahua,Toy Group,21.0,374.0,100.0,451.0,train
69,n02085620-Chihuahua/n02085620_326.jpg,1,Annotation/n02085620-Chihuahua/n02085620_326,Chihuahua,Toy Group,66.0,470.0,0.0,264.0,train
70,n02085620-Chihuahua/n02085620_3402.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3402,Chihuahua,Toy Group,117.0,297.0,155.0,466.0,test
71,n02085620-Chihuahua/n02085620_3407.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3407,Chihuahua,Toy Group,14.0,304.0,0.0,478.0,train
72,n02085620-Chihuahua/n02085620_3409.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3409,Chihuahua,Toy Group,1.0,331.0,2.0,389.0,test
73,n02085620-Chihuahua/n02085620_3423.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3423,Chihuahua,Toy Group,27.0,196.0,27.0,174.0,train
74,n02085620-Chihuahua/n02085620_3485.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3485,Chihuahua,Toy Group,9.0,315.0,25.0,282.0,test
75,n02085620-Chihuahua/n02085620_3488.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3488,Chihuahua,Toy Group,67.0,326.0,78.0,424.0,train
76,n02085620-Chihuahua/n02085620_3593.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3593,Chihuahua,Toy Group,7.0,227.0,2.0,199.0,train
77,n02085620-Chihuahua/n02085620_3651.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3651,Chihuahua,Toy Group,216.0,370.0,152.0,275.0,train
78,n02085620-Chihuahua/n02085620_3677.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3677,Chihuahua,Toy Group,24.0,308.0,67.0,499.0,train
79,n02085620-Chihuahua/n02085620_368.jpg,1,Annotation/n02085620-Chihuahua/n02085620_368,Chihuahua,Toy Group,24.0,316.0,155.0,418.0,train
80,n02085620-Chihuahua/n02085620_3681.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3681,Chihuahua,Toy Group,26.0,442.0,128.0,406.0,train
81,n02085620-Chihuahua/n02085620_3742.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3742,Chihuahua,Toy Group,24.0,408.0,72.0,538.0,test
82,n02085620-Chihuahua/n02085620_3763.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3763,Chihuahua,Toy Group,0.0,131.0,6.0,131.0,train
83,n02085620-Chihuahua/n02085620_382.jpg,1,Annotation/n02085620-Chihuahua/n02085620_382,Chihuahua,Toy Group,24.0,373.0,134.0,361.0,train
84,n02085620-Chihuahua/n02085620_3826.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3826,Chihuahua,Toy Group,0.0,332.0,2.0,454.0,test
85,n02085620-Chihuahua/n02085620_3838.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3838,Chihuahua,Toy Group,2.0,324.0,75.0,349.0,train
86,n02085620-Chihuahua/n02085620_3875.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3875,Chihuahua,Toy Group,14.0,332.0,125.0,340.0,test
87,n02085620-Chihuahua/n02085620_3877.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3877,Chihuahua,Toy Group,17.0,498.0,0.0,331.0,test
88,n02085620-Chihuahua/n02085620_3880.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3880,Chihuahua,Toy Group,63.0,498.0,1.0,281.0,train
89,n02085620-Chihuahua/n02085620_3928.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3928,Chihuahua,Toy Group,21.0,374.0,75.0,399.0,train
90,n02085620-Chihuahua/n02085620_3942.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3942,Chihuahua,Toy Group,11.0,498.0,10.0,440.0,train
91,n02085620-Chihuahua/n02085620_3975.jpg,1,Annotation/n02085620-Chihuahua/n02085620_3975,Chihuahua,Toy Group,63.0,463.0,45.0,274.0,train
92,n02085620-Chihuahua/n02085620_4016.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4016,Chihuahua,Toy Group,8.0,478.0,2.0,629.0,train
93,n02085620-Chihuahua/n02085620_4159.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4159,Chihuahua,Toy Group,78.0,319.0,167.0,287.0,test
94,n02085620-Chihuahua/n02085620_4207.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4207,Chihuahua,Toy Group,16.0,317.0,19.0,464.0,test
95,n02085620-Chihuahua/n02085620_4266.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4266,Chihuahua,Toy Group,0.0,374.0,0.0,285.0,train
96,n02085620-Chihuahua/n02085620_4290.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4290,Chihuahua,Toy Group,155.0,458.0,36.0,290.0,train
97,n02085620-Chihuahua/n02085620_431.jpg,1,Annotation/n02085620-Chihuahua/n02085620_431,Chihuahua,Toy Group,113.0,360.0,180.0,387.0,train
98,n02085620-Chihuahua/n02085620_4441.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4441,Chihuahua,Toy Group,110.0,401.0,107.0,296.0,train
99,n02085620-Chihuahua/n02085620_4515.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4515,Chihuahua,Toy Group,127.0,327.0,94.0,222.0,train
100,n02085620-Chihuahua/n02085620_4572.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4572,Chihuahua,Toy Group,137.0,380.0,67.0,222.0,train
101,n02085620-Chihuahua/n02085620_4602.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4602,Chihuahua,Toy Group,416.0,2441.0,1230.0,2541.0,test
102,n02085620-Chihuahua/n02085620_4673.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4673,Chihuahua,Toy Group,78.0,373.0,85.0,300.0,train
103,n02085620-Chihuahua/n02085620_4700.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4700,Chihuahua,Toy Group,32.0,498.0,30.0,372.0,train
104,n02085620-Chihuahua/n02085620_473.jpg,1,Annotation/n02085620-Chihuahua/n02085620_473,Chihuahua,Toy Group,4.0,242.0,173.0,383.0,train
105,n02085620-Chihuahua/n02085620_477.jpg,1,Annotation/n02085620-Chihuahua/n02085620_477,Chihuahua,Toy Group,6.0,284.0,209.0,452.0,train
106,n02085620-Chihuahua/n02085620_4814.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4814,Chihuahua,Toy Group,19.0,238.0,25.0,221.0,train
107,n02085620-Chihuahua/n02085620_4875.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4875,Chihuahua,Toy Group,3.0,457.0,17.0,494.0,train
108,n02085620-Chihuahua/n02085620_4919.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4919,Chihuahua,Toy Group,22.0,205.0,10.0,180.0,test
109,n02085620-Chihuahua/n02085620_4951.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4951,Chihuahua,Toy Group,27.0,349.0,65.0,441.0,test
110,n02085620-Chihuahua/n02085620_4980.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4980,Chihuahua,Toy Group,93.0,205.0,153.0,323.0,train
111,n02085620-Chihuahua/n02085620_4998.jpg,1,Annotation/n02085620-Chihuahua/n02085620_4998,Chihuahua,Toy Group,124.0,374.0,129.0,323.0,train
112,n02085620-Chihuahua/n02085620_500.jpg,1,Annotation/n02085620-Chihuahua/n02085620_500,Chihuahua,Toy Group,87.0,340.0,8.0,432.0,train
113,n02085620-Chihuahua/n02085620_5093.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5093,Chihuahua,Toy Group,91.0,360.0,70.0,230.0,test
114,n02085620-Chihuahua/n02085620_5312.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5312,Chihuahua,Toy Group,11.0,373.0,42.0,499.0,train
115,n02085620-Chihuahua/n02085620_5496.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5496,Chihuahua,Toy Group,9.0,332.0,0.0,284.0,test
116,n02085620-Chihuahua/n02085620_5661.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5661,Chihuahua,Toy Group,180.0,311.0,114.0,253.0,train
117,n02085620-Chihuahua/n02085620_5713.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5713,Chihuahua,Toy Group,14.0,403.0,158.0,482.0,test
118,n02085620-Chihuahua/n02085620_574.jpg,1,Annotation/n02085620-Chihuahua/n02085620_574,Chihuahua,Toy Group,65.0,374.0,61.0,433.0,train
119,n02085620-Chihuahua/n02085620_575.jpg,1,Annotation/n02085620-Chihuahua/n02085620_575,Chihuahua,Toy Group,49.0,327.0,112.0,286.0,train
120,n02085620-Chihuahua/n02085620_5771.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5771,Chihuahua,Toy Group,234.0,371.0,124.0,252.0,train
121,n02085620-Chihuahua/n02085620_588.jpg,1,Annotation/n02085620-Chihuahua/n02085620_588,Chihuahua,Toy Group,117.0,473.0,78.0,321.0,test
122,n02085620-Chihuahua/n02085620_5927.jpg,1,Annotation/n02085620-Chihuahua/n02085620_5927,Chihuahua,Toy Group,14.0,298.0,30.0,236.0,train
123,n02085620-Chihuahua/n02085620_6295.jpg,1,Annotation/n02085620-Chihuahua/n02085620_6295,Chihuahua,Toy Group,148.0,430.0,70.0,179.0,test
124,n02085620-Chihuahua/n02085620_6399.jpg,1,Annotation/n02085620-Chihuahua/n02085620_6399,Chihuahua,Toy Group,70.0,147.0,107.0,235.0,test
125,n02085620-Chihuahua/n02085620_6931.jpg,1,Annotation/n02085620-Chihuahua/n02085620_6931,Chihuahua,Toy Group,87.0,332.0,96.0,380.0,test
126,n02085620-Chihuahua/n02085620_7.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7,Chihuahua,Toy Group,1.0,180.0,71.0,192.0,train
127,n02085620-Chihuahua/n02085620_712.jpg,1,Annotation/n02085620-Chihuahua/n02085620_712,Chihuahua,Toy Group,61.0,325.0,98.0,349.0,train
128,n02085620-Chihuahua/n02085620_7292.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7292,Chihuahua,Toy Group,6.0,139.0,69.0,174.0,train
129,n02085620-Chihuahua/n02085620_730.jpg,1,Annotation/n02085620-Chihuahua/n02085620_730,Chihuahua,Toy Group,134.0,367.0,177.0,347.0,test
130,n02085620-Chihuahua/n02085620_735.jpg,1,Annotation/n02085620-Chihuahua/n02085620_735,Chihuahua,Toy Group,71.0,286.0,92.0,185.0,train
131,n02085620-Chihuahua/n02085620_7436.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7436,Chihuahua,Toy Group,25.0,498.0,0.0,373.0,test
132,n02085620-Chihuahua/n02085620_7440.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7440,Chihuahua,Toy Group,0.0,374.0,21.0,473.0,train
133,n02085620-Chihuahua/n02085620_7613.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7613,Chihuahua,Toy Group,119.0,342.0,159.0,367.0,train
134,n02085620-Chihuahua/n02085620_7700.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7700,Chihuahua,Toy Group,0.0,374.0,0.0,379.0,train
135,n02085620-Chihuahua/n02085620_7738.jpg,1,Annotation/n02085620-Chihuahua/n02085620_7738,Chihuahua,Toy Group,103.0,355.0,119.0,332.0,train
136,n02085620-Chihuahua/n02085620_806.jpg,1,Annotation/n02085620-Chihuahua/n02085620_806,Chihuahua,Toy Group,288.0,483.0,189.0,464.0,test
137,n02085620-Chihuahua/n02085620_8420.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8420,Chihuahua,Toy Group,68.0,249.0,53.0,312.0,train
138,n02085620-Chihuahua/n02085620_8491.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8491,Chihuahua,Toy Group,17.0,342.0,17.0,386.0,train
139,n02085620-Chihuahua/n02085620_8558.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8558,Chihuahua,Toy Group,35.0,154.0,49.0,171.0,train
140,n02085620-Chihuahua/n02085620_8578.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8578,Chihuahua,Toy Group,35.0,323.0,62.0,336.0,test
141,n02085620-Chihuahua/n02085620_8585.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8585,Chihuahua,Toy Group,9.0,267.0,125.0,321.0,train
142,n02085620-Chihuahua/n02085620_8611.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8611,Chihuahua,Toy Group,12.0,266.0,105.0,254.0,train
143,n02085620-Chihuahua/n02085620_8636.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8636,Chihuahua,Toy Group,130.0,262.0,45.0,204.0,train
144,n02085620-Chihuahua/n02085620_8637.jpg,1,Annotation/n02085620-Chihuahua/n02085620_8637,Chihuahua,Toy Group,46.0,301.0,143.0,457.0,train
145,n02085620-Chihuahua/n02085620_9351.jpg,1,Annotation/n02085620-Chihuahua/n02085620_9351,Chihuahua,Toy Group,12.0,327.0,139.0,359.0,train
146,n02085620-Chihuahua/n02085620_9357.jpg,1,Annotation/n02085620-Chihuahua/n02085620_9357,Chihuahua,Toy Group,90.0,248.0,63.0,418.0,train
147,n02085620-Chihuahua/n02085620_9399.jpg,1,Annotation/n02085620-Chihuahua/n02085620_9399,Chihuahua,Toy Group,74.0,249.0,149.0,286.0,train
148,n02085620-Chihuahua/n02085620_9414.jpg,1,Annotation/n02085620-Chihuahua/n02085620_9414,Chihuahua,Toy Group,0.0,281.0,42.0,343.0,train
149,n02085620-Chihuahua/n02085620_949.jpg,1,Annotation/n02085620-Chihuahua/n02085620_949,Chihuahua,Toy Group,16.0,357.0,8.0,374.0,train
150,n02085620-Chihuahua/n02085620_952.jpg,1,Annotation/n02085620-Chihuahua/n02085620_952,Chihuahua,Toy Group,29.0,498.0,107.0,370.0,train
151,n02085620-Chihuahua/n02085620_9654.jpg,1,Annotation/n02085620-Chihuahua/n02085620_9654,Chihuahua,Toy Group,36.0,498.0,0.0,420.0,train
152,n02085782-Japanese_spaniel/n02085782_1039.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1039,Japanese_spaniel,Toy Group,1.0,374.0,1.0,374.0,test
153,n02085782-Japanese_spaniel/n02085782_1058.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1058,Japanese_spaniel,Toy Group,53.0,127.0,82.0,169.0,test
154,n02085782-Japanese_spaniel/n02085782_1059.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1059,Japanese_spaniel,Toy Group,8.0,410.0,142.0,361.0,train
155,n02085782-Japanese_spaniel/n02085782_1077.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1077,Japanese_spaniel,Toy Group,36.0,316.0,27.0,505.0,train
156,n02085782-Japanese_spaniel/n02085782_1085.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1085,Japanese_spaniel,Toy Group,2.0,323.0,10.0,247.0,train
157,n02085782-Japanese_spaniel/n02085782_1143.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1143,Japanese_spaniel,Toy Group,3.0,210.0,30.0,211.0,test
158,n02085782-Japanese_spaniel/n02085782_1156.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1156,Japanese_spaniel,Toy Group,55.0,355.0,92.0,423.0,train
159,n02085782-Japanese_spaniel/n02085782_1191.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1191,Japanese_spaniel,Toy Group,52.0,297.0,133.0,304.0,train
160,n02085782-Japanese_spaniel/n02085782_1224.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1224,Japanese_spaniel,Toy Group,28.0,185.0,33.0,171.0,test
161,n02085782-Japanese_spaniel/n02085782_126.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_126,Japanese_spaniel,Toy Group,27.0,346.0,43.0,388.0,train
162,n02085782-Japanese_spaniel/n02085782_1267.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1267,Japanese_spaniel,Toy Group,5.0,98.0,13.0,139.0,train
163,n02085782-Japanese_spaniel/n02085782_1284.jpg,2,Annotation/n02085782-Japanese_spaniel/n02085782_1284,Japanese_spaniel,Toy Group,97.0,378.0,29.0,539.0,train
